"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"299";"0";"0";"31";"4384395";"-77";"6476";"186";"1";"29";"29";"1996";"2";"Informatiker";"1";"2";"2";"0";"1";"1";"2";"1";"Battlefield 4";"Gittare & E-Gittare";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"6e7b05f455bf8bb17e4df0c0073d8a2d";"1";"0";"1449765529";"2015-12-10 16:38:49";"2015-12-10 18:26:45";"0000-00-00 00:00:00";"5153";"5291";"6476";"5594";"6138";"5398";"5335";"5364";"5918";"6251";"6426"
"300";"0";"0";"31";"4384395";"-77";"5696";"184";"1";"30";"3";"1997";"2";"Informatiker";"1";"2";"1";"1";"1";"2";"2";"2";"Minecraft";"-66";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"193e07d19b51d8259299e290b4831b0b";"1";"0";"1449765556";"2015-12-10 16:39:16";"2015-12-10 18:14:12";"0000-00-00 00:00:00";"5119";"5166";"5695";"5297";"5448";"5199";"5191";"0";"5376";"5589";"5686"
"301";"0";"0";"31";"4384395";"-77";"7142";"185";"1";"21";"9";"1995";"1";"Informatiker";"1";"2";"2";"0";"1";"2";"5";"1";"Just Cause 3";"-66";"2";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"532127022fe96d8509e06567937f7c59";"1";"0";"1449822186";"2015-12-11 08:23:06";"2015-12-11 10:22:08";"0000-00-00 00:00:00";"6641";"6729";"7142";"6818";"6957";"6758";"6753";"0";"6906";"7015";"7124"
"303";"0";"0";"31";"4384395";"-77";"7347";"189";"1";"10";"3";"1995";"2";"BMS";"1";"2";"2";"0";"2";"1";"-77";"-77";"-66";"Schlagzeug`/ Gitarre/ Djembe/ Dijeridou";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384348,4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4385159,4385159,4384469,4385550,4385550,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"d68f837b5b056f312a72634f0501a459";"1";"0";"1449822224";"2015-12-11 08:23:44";"2015-12-11 10:26:11";"0000-00-00 00:00:00";"6642";"6750";"7347";"6924";"7143";"6834";"0";"6796";"7038";"7242";"7342"
"304";"0";"0";"22";"4384394";"-77";"7057";"188";"1";"21";"11";"1994";"2";"Kaufmann";"1";"1";"2";"1";"1";"1";"1";"2";"Black Ops 3";"Saxophon";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"1";"0";"-77";"-77";"9db06482c29fabad04443e911aa25f63";"1";"0";"1449822229";"2015-12-11 08:23:49";"2015-12-11 10:22:51";"0000-00-00 00:00:00";"6599";"6705";"0";"6846";"6985";"6774";"6763";"6771";"6916";"7057";"7142"
"307";"0";"0";"31";"4384395";"-77";"6669";"187";"1";"28";"5";"1991";"3";"Bodenleger";"1";"1";"2";"0.3";"1";"2";"2";"1";"Bloodborne";"-66";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"fd2dee2732cd7dde6a44e56e1c41dd0e";"1";"0";"1450115080";"2015-12-14 17:44:40";"2015-12-14 19:35:49";"0000-00-00 00:00:00";"6058";"6147";"6669";"6279";"6458";"6190";"6186";"0";"6375";"6539";"6646"
"309";"0";"0";"31";"4384395";"-77";"6810";"190";"1";"17";"2";"1995";"3";"Polymechaniker";"1";"2";"1";"1";"1";"2";"5";"2";"Solitär";"-66";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"116a1208e4709fc1e8d7910562f3609c";"1";"0";"1450115121";"2015-12-14 17:45:21";"2015-12-14 19:38:51";"0000-00-00 00:00:00";"6083";"6194";"6810";"6383";"6554";"6285";"6243";"0";"6474";"6651";"6773"
"323";"0";"0";"31";"4384395";"-77";"7214";"194";"2";"13";"2";"1995";"3";"Bekleidungsgestalterin";"1";"2";"2";"1";"1";"1";"1";"3";"Farm Heros";"Querflöte";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"71ace8b413beedf4e4e042c4a237c77d";"1";"0";"1450531664";"2015-12-19 13:27:44";"2015-12-19 15:27:58";"0000-00-00 00:00:00";"6535";"6629";"7214";"6809";"7005";"6703";"6666";"6678";"6927";"7112";"7209"
"324";"0";"0";"31";"4384395";"-77";"7086";"192";"1";"19";"12";"2015";"3";"Montageelektriker EFZ";"1";"2";"2";"1";"1";"2";"2";"1";"Super Smash Bros wii u";"-66";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"d86a14ef8a9ca924e9d7b3c0e3dfcb33";"1";"0";"1450531676";"2015-12-19 13:27:56";"2015-12-19 15:26:02";"0000-00-00 00:00:00";"6524";"6596";"7086";"6751";"6916";"6679";"6656";"0";"6851";"6980";"7075"
"325";"0";"0";"31";"4384395";"-77";"6981";"191";"1";"18";"2";"1994";"3";"Grafiker EFZ";"1";"2";"2";"1";"1";"2";"2";"1";"Hotline Miami 2";"-66";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"61c2308ec8aad3a9e397ed59f5cda4af";"1";"0";"1450531680";"2015-12-19 13:28:00";"2015-12-19 15:24:21";"0000-00-00 00:00:00";"6496";"6570";"6981";"6710";"6837";"6633";"6603";"0";"6783";"6895";"6967"
"326";"0";"0";"31";"4384395";"-77";"6544";"193";"2";"15";"2";"1992";"2";"Lokführerin";"1";"2";"2";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"86afe07c50220a768021b8462bc60793";"1";"0";"1452257777";"2016-01-08 12:56:17";"2016-01-08 14:45:21";"0000-00-00 00:00:00";"5809";"5918";"6544";"6106";"6311";"5958";"0";"0";"6197";"6393";"6528"
"328";"0";"0";"31";"4384395";"-77";"6513";"195";"2";"5";"7";"1987";"7";"IT-Support";"1";"2";"1";"10";"1";"2";"4";"2";"Hay Day, Farmville";"-66";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"68d8f7be833588400697cb9e503b7459";"1";"0";"1452257806";"2016-01-08 12:56:46";"2016-01-08 14:45:19";"0000-00-00 00:00:00";"5784";"5891";"6513";"6060";"6232";"5948";"5945";"0";"6150";"6323";"6483"
"329";"0";"0";"31";"4384395";"-77";"7742";"196";"2";"13";"7";"1996";"2";"Dentalassistentin";"1";"2";"2";"5";"1";"1";"2";"2";"Solitaire";"Gitarre";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"4daf0f7f9b273e525d937dbfed27c29f";"1";"0";"1452331029";"2016-01-09 09:17:09";"2016-01-09 11:26:11";"0000-00-00 00:00:00";"7194";"7267";"7742";"7443";"7578";"7352";"7342";"7348";"7512";"7650";"7739"
"333";"0";"0";"31";"4384395";"-77";"7727";"198";"1";"3";"3";"1987";"2";"Flugzeugmechaniker";"1";"1";"2";"2";"1";"2";"1";"1";"CoD";"-66";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"ddd5290f854d0dd9c37a1746a5814a75";"1";"0";"1452331054";"2016-01-09 09:17:34";"2016-01-09 11:26:21";"0000-00-00 00:00:00";"7193";"7281";"7727";"7372";"7519";"7311";"7304";"0";"7456";"7600";"7690"
"334";"0";"0";"31";"4384395";"-77";"436";"197";"2";"17";"4";"1988";"2";"Matrosin in Ausbildung";"1";"1";"1";"2";"1";"1";"1";"2";"Solitär";"Schlagzeug";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"bf7b9bc98b74606b6f77bcc943557747";"1";"0";"1452338234";"2016-01-09 11:17:14";"2016-01-09 11:24:30";"0000-00-00 00:00:00";"25";"97";"436";"186";"297";"129";"112";"118";"253";"339";"410"
"335";"0";"0";"31";"4384395";"-77";"374";"999";"2";"12";"1";"1990";"6";"Psychologie";"1";"2";"1";"0";"2";"1";"-77";"-77";"-66";"Saxophon";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"64cbb55a61fae96f692aedf55ba33b49";"1";"0";"1452338275";"2016-01-09 11:17:55";"2016-01-09 11:24:09";"0000-00-00 00:00:00";"10";"63";"374";"134";"247";"79";"0";"69";"193";"299";"367"
"336";"0";"0";"22";"4384394";"-77";"390";"199";"2";"24";"12";"1996";"4";"Praktikantin";"1";"1";"2";"1-2";"1";"1";"2";"3";"Dragon Story";"Querflöte";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"6547a0c80c14c49aee215ef6cbb04f6e";"1";"0";"1452338275";"2016-01-09 11:17:55";"2016-01-09 11:25:55";"0000-00-00 00:00:00";"6";"61";"0";"187";"315";"125";"96";"104";"262";"390";"480"
"337";"0";"0";"31";"4384395";"-77";"5733";"204";"2";"22";"9";"1991";"3";"Mitarbeiterin Sprachdienst";"2";"1";"1";"1";"1";"1";"2";"2";"Candy Crush";"Klavier";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"0e6cb8901a5ebe8dc48fe479cbb86fe0";"1";"0";"1452792177";"2016-01-14 17:22:57";"2016-01-14 18:58:30";"0000-00-00 00:00:00";"5238";"5300";"5733";"5443";"5580";"5358";"5328";"5336";"5529";"5636";"5710"
"338";"0";"0";"31";"4384395";"-77";"5747";"200";"2";"7";"12";"1987";"6";"Psychologin";"1";"1";"1";"2";"1";"1";"1";"2";"BubbleShooter";"Klavier, Posaune";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"cd9e03db3fbc1d149def1e6dfe5d632e";"1";"0";"1452792197";"2016-01-14 17:23:17";"2016-01-14 18:59:04";"0000-00-00 00:00:00";"5172";"5251";"5747";"5425";"5575";"5347";"5278";"5299";"5523";"5631";"5717"
"339";"0";"0";"31";"4384395";"-77";"6268";"201";"1";"10";"6";"1991";"2";"Kanalunterhalt ";"2";"2";"1";"2";"1";"1";"3";"2";"PvZ 2";"ES Tuba Sussaphon ";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"d1f731d42ef22ebd734954093316e292";"1";"0";"1452792202";"2016-01-14 17:23:22";"2016-01-14 19:07:50";"0000-00-00 00:00:00";"5212";"5365";"6268";"5583";"5881";"5463";"5419";"5454";"5740";"6069";"6261"
"340";"0";"0";"31";"4384395";"-77";"5822";"202";"2";"14";"10";"1987";"6";"Wissenschaftliche Mitarbeiterin (Psych)";"1";"1";"2";"0.5";"1";"1";"3";"1";"Rise of the Tomb Raider";"Sopranblockflöte";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"f89f9794202c1cc66a9cb24eb94a1cbd";"1";"0";"1452792211";"2016-01-14 17:23:31";"2016-01-14 19:00:33";"0000-00-00 00:00:00";"5171";"5302";"5822";"5450";"5615";"5395";"5360";"5372";"5547";"5691";"5801"
